시장명,소재지도로명주소,소재지지번주소,사용가능상품권,공중화장실 보유여부,주차장 보유여부
국민시장,부산광역시 동래구 사직북로 33번길 31,부산 동래구 사직2동 44-1,온누리상품권,Y,N
사직시장,부산광역시 동래구 사직북로 34번길 48,부산 동래구 사직1동 49-1번지 외 57필지,온누리상품권,Y,N
수안인정시장,부산광역시 동래구 수안동 275-2,부산 동래구 수안동 275-2외 58필지,온누리상품권,Y,Y
서원시장,부산광역시 동래구 안락1동 425-51,부산 동래구 안락1동 425-51,온누리상품권,Y,N
안락상가시장,부산광역시 동래구 안락2동 603-1,부산 동래구 안락2동 603-1,온누리상품권,Y,N
충렬상가시장,부산광역시 동래구 안락동 464-21,부산 동래구 안락2동 464-21,온누리상품권,Y,Y
명장시장,부산광역시 동래구 영감1동 145-9,부산 동래구 명장1동 145-9,온누리상품권,Y,N
금강시장,부산광역시 동래구 온천 3동 1376-7,부산 동래구 온천3동 1376-7,온누리상품권,Y,N
온천인정시장,부산광역시 동래구 온천동147-7,부산 동래구 온천1동 147-7 외 71필지,온누리상품권,N,N
금성상가시장,부산광역시 동래구 은천동 1407-2,부산 동래구 온천2동 1407-2,온누리상품권,Y,N
온천시장,부산광역시 동래구 은천장로 119번길 48,부산 동래구 온천1동 147-6,온누리상품권,Y,N
동아종합시장,부산광역시 부산진구 가야대로 497,부산 부산진구 개금동 156-2,없음,Y,N
양정전통시장,부산광역시 부산진구 동평로 420번길,부산 부산진구 동평로 420번길,온누리상품권,N,N
새당감시장,부산광역시 부산진구 동평로 44번길 46,부산 부산진구 당감3동 479-9,없음,Y,N
정이있는구포시장,부산광역시 북구 구포1동 599-15,부산 북구 구포동 599,온누리상품권,Y,Y
구포축산물도매시장,부산광역시 북구 구포2동 1186-24번지,부산 북구 구포2동 1186-24,온누리상품권,Y,Y
새구포종합상가시장,부산광역시 북구 덕천2동 355-4,부산 북구 덕천2동 355-4,온누리상품권,Y,Y
덕천시장,부산광역시 북구 덕천동 411-5,부산 북구 덕천1동 411-5,온누리상품권,Y,Y
만덕시장,부산광역시 북구 만덕1동 829,부산 북구 만덕1동 829,온누리상품권,Y,N
만덕2동제일상가시장,부산광역시 북구 만덕2동 845-2,부산 북구 만덕2동 845-2,없음,Y,N
감전제일상가시장,부산광역시 사상구 감전동 121-12,부산 사상구 감전동 121-12,온누리상품권,Y,N
르네시떼,부산광역시 사상구 광장로 7(괘법동),부산 사상구 괘법동 529-1,온누리상품권,Y,Y
부산산업용품상협동조합,부산광역시 사상구 괘감로 37,부산 사상구 괘법동 578,온누리상품권,Y,Y
모라전통시장,부산광역시 사상구 모라로 46번길 일원,부산 사상구 모라동 1019-18,없음,N,N
우신종합상가,부산광역시 사상구 백양대로 884,부산 사상구 모라동 1362,없음,Y,Y
북부산시장,부산광역시 사상구 사상로 285번길 8-3,부산 사상구 덕포1동 422-16,없음,Y,N
복이있는덕포시장,부산광역시 사상구 사상로 293번길 12,부산 사상구 덕포1동 421-13,온누리상품권,Y,N
부산산업용재유통상가,부산광역시 사상구 새벽로 133,부산 사상구 감전동 152-2,없음,Y,Y
부산새벽시장,부산광역시 사상구 새벽로 141,부산 사상구 감전동 143-12,온누리상품권,Y,Y
주례현대무지개상가,부산광역시 사상구 주례3동 530-5번지,부산 사상구 주례동 530-5,없음,Y,N
주례럭키종합상가,부산광역시 사상구 주례동 595,부산 사상구 가야대로 284번길 2,없음,Y,Y
구덕대림상가,부산광역시 사상구 학감대로 49번길 62,부산 사상구 학장동 167-3,없음,Y,Y
영해종합시장,부산광역시 사상구 학장동 570-2,부산 사상구 학장동 570-2,온누리상품권,Y,Y
학장반도보라상가,부산광역시 사상구 학장동 573-1,부산 사상구 학장동 573-1,온누리상품권,Y,Y
감천2동시장,부산광역시 사하구 감천 2동 13-13,부산 사하구 감천2동 13-13,온누리상품권,Y,N
감천시장,부산광역시 사하구 감천1동 471,부산 사하구 감천1동 471,온누리상품권,Y,N
사하시장,부산광역시 사하구 괴정4동 552-14,부산 사하구 괴정4동 552-14,온누리상품권,Y,N
다대씨-파크,부산광역시 사하구 다대동 680-2,부산 사하구 다대1동 680-2,온누리상품권,Y,Y
신평골목시장,부산광역시 사하구 다대로134번길 180,부산 사하구 신평1동 82-9,온누리상품권,Y,Y
당리시장,부산광역시 사하구 당리동 143-1,부산 사하구 당리동 143-1,온누리상품권,Y,Y
하단시장,부산광역시 사하구 당리동 302-7,부산 사하구 당리동 302-7,온누리상품권,Y,N
괴정골목시장,부산광역시 사하구 사하로 198,부산 사하구 괴정동 1011-26,온누리상품권,N,Y
신평종합시장,부산광역시 사하구 신평동 111-213,부산 사하구 신평1동 111-213,온누리상품권,Y,N
장림시장,부산광역시 사하구 장림동 792-7,부산 사하구 장림1동 792-7,온누리상품권,Y,Y
장림골목시장,부산광역시 사하구 장림시장 5길 95,부산 사하구 장림동 641-268,온누리상품권,N,Y
가락타운상가시장,부산광역시 사하구 하단1동 1176,부산 사하구 하단1동 1176,온누리상품권,Y,Y
하단오일상설시장,부산광역시 사하구 하단1동 620-8,부산 사하구 하단1동 620-8,온누리상품권,Y,N
에덴시장,부산광역시 사하구 하단2동 487-6,부산 사하구 하단2동 487-6,온누리상품권,Y,N
에덴골목시장,부산광역시 사하구 하단2동 500-29,부산 사하구 하단2동 500-29,온누리상품권,N,N
대신시장,부산광역시 서구 대영로 78 (동대신동1가 113-1번지),부산 서구 동대신동 외113,온누리상품권,Y,N
동대신1동골목시장,부산광역시 서구 동대신동의 129,부산 서구 동대신동 외 129,없음,Y,N
서대신1동골목시장,부산광역시 서구 서대신동 1가 159-6,부산 서구 서대신동 1가 159-6,온누리상품권,N,N
서대신동골목시장,부산광역시 서구 서대신동 2가 108번지 일원,부산 서구 서대신동 2가 108,온누리상품권,Y,N
아미시장,부산광역시 서구 아미동 2가 96-11,부산 서구 아미동 2가 96-11,온누리상품권,N,N
송남시장,부산광역시 서구 충무대로 34(암남동),부산 서구 암남동 346-2,온누리상품권,Y,Y
충무동해안시장,부산광역시 서구 충무동1가 1-75,부산 서구 충무동 1가 1-75,온누리상품권,Y,N
충무동골목시장,부산광역시 서구 충무시장길 38,부산 서구 충무동 1가 29,온누리상품권,N,N
충무동새벽시장,부산광역시 서구 해안새벽시장길 68,부산 서구 남부민1동 684,온누리상품권,Y,Y
광안종합시장,부산광역시 수영구 광안동 343-35,부산 수영구 광안동 94-1,없음,Y,N
광안시장,부산광역시 수영구 광안동 559-2,부산 수영구 광안동 559-2번지 외,온누리상품권,Y,N
세흥시장,부산광역시 수영구 남천대로 16,부산 수영구 남천동 26-5,없음,Y,N
삼익비치B상가시장,부산광역시 수영구 남천동 148-5,부산 수영구 남천동 148-5,온누리상품권,Y,Y
삼익비치A상가시장,부산광역시 수영구 남천동 148-9,부산 수영구 남천동 148-9,온누리상품권,Y,Y
남천해변시장,부산광역시 수영구 남천동 556,부산 수영구 남천동 556,온누리상품권,Y,Y
망미중앙시장,부산광역시 수영구 망미동 431-6,부산 수영구 망미동 431-6번지 외,온누리상품권,Y,N
망미삼성상가시장,부산광역시 수영구 망미동 777,부산 수영구 망미구 777,없음,Y,Y
망미종합시장,부산광역시 수영구 망미동 804-1,부산 수영구 망미동 804-1,없음,Y,N
망미새상가시장,부산광역시 수영구 망미동 831-13,부산 수영구 망미동 831-13,온누리상품권,Y,N
동방시장,부산광역시 수영구 민락동 161-7,부산 수영구 민락동 161-7,없음,Y,N
민락씨랜드시장,부산광역시 수영구 민락동 181-228,부산 수영구 민락동 181-228,온누리상품권,Y,N
광안어패류시장,부산광역시 수영구 민락동 181-72,부산 수영구 민락동 181-72,온누리상품권,Y,Y
민락어패류시장,부산광역시 수영구 민락동 181-8,부산 수영구 민락동 181-8,온누리상품권,Y,Y
민락회타운시장,부산광역시 수영구 민락동 181-84,부산 수영구 민락동 181-84,온누리상품권,Y,Y
민락골목시장,부산광역시 수영구 민락동 190-1,부산 수영구 민락동 190-1번지 외,온누리상품권,Y,Y
수영팔도상가시장,부산광역시 수영구 수영동 305-3,부산 수영구 수영동 305-3번지 외,온누리상품권,Y,Y
사단법인수영건설시장,부산광역시 수영구 수영동 466-20,부산 수영구 수영동 466-20,없음,Y,N
현대종합상가시장,부산광역시 수영구 수영동 541,부산 수영구 수영동 541,없음,Y,N
거성시장,부산광역시 연제구 거제1동 987-10,부산 연제구 거제동 987-10,없음,Y,N
거제시장,부산광역시 연제구 거제동 486-1,부산 연제구 거제동 486-1,온누리상품권,Y,N
연미새시장,부산광역시 연제구 연산동 2124-16,부산 연제구 연산동 2124-16,온누리상품권,Y,N
연동시장,부산광역시 연제구 연산동 312-18,부산 연제구 연산동 312-18,온누리상품권,Y,Y
연천시장,부산광역시 연제구 연산동 364-1,부산 연제구 연산동 364-1,온누리상품권,Y,N
연일시장,부산광역시 연제구 연산동 636-28,부산 연제구 연산동 636-28,온누리상품권,Y,N
영남종합시장,부산광역시 연제구 중앙대로 1030-1,부산 연제구 연산동 1328-15,없음,Y,Y
영도봉래시장,부산광역시 영도구 봉래동3가 13-3,부산 영도구 봉래동 3가 13-3,온누리상품권,Y,Y
남항시장,부산광역시 영도구 절영로 49번길 73-5,부산 영도구 영선동 2가 64-6,온누리상품권,Y,Y
청학시장,부산광역시 영도구 태종로 316번길 1,부산 영도구 청학동 297-1,온누리상품권,Y,Y
자갈치시장,부산광역시 중구 가갈치 해안토 52번길,부산 중구 남포동 37-1,온누리상품권,Y,Y
아리랑거리,부산광역시 중구 광복로 35번길 13,부산 중구 신창동 3가 26,없음,N,N
만물의거리시장,부산광역시 중구 국제시장 2길 16-1,부산 중구 신창동 4가 15-3,온누리상품권,Y,N
창선상가,부산광역시 중구 국제시장2길 5,부산 중구 창선동 2가 27,온누리상품권,Y,N
건어물시장,부산광역시 중구 남포동 1가 62,부산 중구 남포동 1가 62,온누리상품권,Y,N
영주시장,부산광역시 중구 대영로 242번길 3 영주시장,부산 중구 영주동 601,없음,Y,N
월드밸리,부산광역시 중구 대청로 60,부산 중구 부평동 2가 2,온누리상품권,Y,Y
보수종합시장,부산광역시 중구 보수대로 94,부산 중구 보수동 3가 46,온누리상품권,Y,Y
새영주시장,부산광역시 중구 영주1동 20-15번지,부산 중구 영주동 20-15,온누리상품권,N,N
신천지시장,부산광역시 중구 자갈치로 33,부산 중구 남포동 6가 3,온누리상품권,Y,Y
신동아수산물종합시장,부산광역시 중구 자갈치로 42(남포동5가),부산 중구 남포동 5가 92,온누리상품권,Y,Y
부산자갈밭시장,"부산광역시 중구 자갈치로 52, 3층",부산 중구 남포동 107-1 ,온누리상품권,N,N
부평깡통시장,부산광역시 중구 중구로 39번길 32,부산 중구 부평동 2가 68-9,온누리상품권,Y,Y
국제시장,부산광역시 중구 중구로 42,부산 중구 신창동 4가 38,온누리상품권,Y,N
부산데파트,부산광역시 중구 중앙대로 21,부산 중구 동광동 1가 1,온누리상품권,Y,N
가야시장,부산광역시 부산진구 가야동 420-74,부산 부산진구 가야동 3-11,없음,Y,N
개금골목시장,부산광역시 부산진구 개금동 171-115,부산 부산진구 개금동 171-115,온누리상품권,N,N
개금큰시장,부산광역시 부산진구 개금동 615-20,부산 부산진구 개금동 615-20,없음,Y,N
당감시장,부산광역시 부산진구 당감동 238-89,부산 부산진구 당감동 238-89,온누리상품권,Y,N
동평새시장,부산광역시 부산진구 당감동 282-68,부산 진구 당감동 282-68,온누리상품권,N,N
당감새시장,부산광역시 부산진구 당감동 292-118,부산 부산진구 당감동 292-118,온누리상품권,Y,N
국제상가,부산광역시 부산진구 당감동 791,부산 진구 당감동 791,없음,Y,Y
당감골목시장,부산광역시 부산진구 당감로 295-4,부산 부산진구 당감동 295-4,온누리상품권,Y,N
골드테마거리,부산광역시 부산진구 범천1동 836-1,부산 부산진구 범천동 636-1,온누리상품권,Y,N
부산평화시장,부산광역시 부산진구 범천1동 839-52,부산 부산진구 범천동 839-52,온누리상품권,Y,Y
부전상가,부산광역시 부산진구 부전1동 265-25,부산 부산진구 부전동 265-25,온누리상품권,Y,Y
부전농수산물새벽시장,부산광역시 부산진구 부전1동 347-1,부산 부산진구 부전동 347-1,온누리상품권,Y,N
서면종합시장,부산광역시 부산진구 부전1동 347-40,부산 부산진구 부전동 347-40,온누리상품권,Y,Y
부산전자종합시장,부산광역시 부산진구 부전동 29번지,부산 부산진구 부전동 29,온누리상품권,Y,Y
서면시장,부산광역시 부산진구 서면로 56,부산 부산진구 부전동 256-6,온누리상품권,Y,Y
양정시장,부산광역시 부산진구 양정동 390,부산 부산진구 양정동 390,온누리상품권,Y,Y
연지시장,부산광역시 부산진구 연지동 연지로 7-1,부산 부산진구 연지동 179-5,온누리상품권,N,N
서면중앙시장,부산광역시 부산진구 전길동 608-1,부산 부산진구 전포동 608-1,없음,Y,Y
전포놀이터시장,부산광역시 부산진구 전포동 197-6,부산 부산진구 전포동 197-6,온누리상품권,Y,N
부전인삼시장,부산광역시 부산진구 중앙대로 573-26,부산 부산진구 부전동 573-26,온누리상품권,Y,N
부전기장골목시장,부산광역시 부산진구 중앙대로 775번길 21,부산 부산진구 부전동 341-70,온누리상품권,Y,N
부전시장,부산광역시 부산진구 중앙대로 783번길 23,부산 부산진구 부전동 573,온누리상품권,Y,N
초읍시장,부산광역시 부산진구 초읍동 225,부산 부산진구 초읍동 225,온누리상품권,Y,N
창곡종합시장,부산광역시 부산진구 초읍동 271-1,부산 부산진구 초읍동 271-1,없음,Y,Y
성곡종합시장,부산광역시 부산진구 초읍동 271-6,부산 부산진구 초읍동 271-6,없음,Y,N
반송시장,부산광역시 해운대구 반송1동 709-12,부산 해운대구 반송1동 709-12,온누리상품권,Y,Y
반송2동시장,부산광역시 해운대구 반송2동 40-762,부산 해운대구 반송2동 40-762,온누리상품권,Y,Y
반여3동골목시장,부산광역시 해운대구 반여 3동 1607-2,부산 해운대구 반여3동 1607-2,온누리상품권,Y,N
반여2동상가시장,부산광역시 해운대구 반여2동 1291-1425,부산 해운대구 반여2동 1291-1425,온누리상품권,Y,N
반여시장,부산광역시 해운대구 반여2동 1291-918,부산 해운대구 반여2동 1291-918,온누리상품권,Y,N
반송골목시장,부산광역시 해운대구 아랫반송로39번길 18-12,부산 해운대구 반송3동 250-410,온누리상품권,Y,N
우동종합상가시장,부산광역시 해운대구 우2동 1092-16,부산 해운대구 우2동 1092-16,온누리상품권,Y,N
재송시장,부산광역시 해운대구 재송로 60번길 16,부산 해운대구 재송1동 1080-5,온누리상품권,Y,Y
재송한마음시장,부산광역시 해운대구 재승동 1089-18,부산 해운대구 재송동 1089-18번지 일원,온누리상품권,Y,N
좌동재래시장,부산광역시 해운대구 좌동 892,부산 해운대구 좌동 892,온누리상품권,Y,Y
해운대시장,부산광역시 해운대구 중1동 1394-193,부산 해운대구 중1동 1394-193,온누리상품권,N,N
영동전통시장,서울특별시 강남구 논현동 161-5 3층,서울 강남구 논현동 140-44,온누리상품권,Y,Y
논현종합시장,서울특별시 강남구 봉은사로 33길 33,서울 강남구 논현동 227-4,없음,Y,Y
강남시장,서울특별시 강남구 압구정로 2길 46 강남상가,서울 강남구 신사동 510-11,온누리상품권,Y,Y
신사상가,서울특별시 강남구 압구정로29길 72-1,서울 강남구 압구정동 454,온누리상품권,Y,N
청담삼익시장,서울특별시 강남구 청담동 134-20,서울 강남구 청담동 134-20,온누리상품권,Y,Y
고덕전통시장,서울특별시 강동구 고덕2동 210-4,서울 강동구 고덕동 210-3,온누리상품권,Y,N
천호시장,서울특별시 강동구 구면천로 205,서울 강동구 천호동 421-1,온누리상품권,Y,N
고분다리골목시장,서울특별시 강동구 구면천로 32길 47,서울 강동구 천호동 393-33,온누리상품권,N,N
천호신시장,서울특별시 강동구 구천면로 209 (천호동422-2),서울 강동구 천호동 422-2,온누리상품권,Y,N
길동복조리시장,서울특별시 강동구 길동 363-6,서울 강동구 길동 397-3,온누리상품권,N,N
암사종합시장,서울특별시 강동구 상암로 11길 25,서울 강동구 암사동 501-17,온누리상품권,Y,N
명일전통시장,서울특별시 강동구 양재대로 138길 21,서울 강동구 명일동 326-11,온누리상품권,N,N
둔촌역전통시장,서울특별시 강동구 양재대로91길 20 (성내동),서울 강동구 성내3동 428-9,온누리상품권,Y,N
동서울시장,서울특별시 강동구 올림픽로 80길 58,서울 강동구 천호동 421-3,없음,Y,N
성내전통시장,서울특별시 강동구 천호대로 162길,서울 강동구 성내동 144-16,온누리상품권,N,N
우이시장,서울특별시 강북구 노해로23길 68(수유동),서울 강북구 수유동 270-186,없음,Y,N
수유프라자,서울특별시 강북구 도봉로 261,서울 강북구 수유동 63,없음,Y,Y
숭인시장,서울특별시 강북구 도봉로 45,서울 강북구 미아동 60-5,온누리상품권,Y,Y
수유재래시장,서울특별시 강북구 도봉로 71길 26,서울 강북구 수유동 54-6,온누리상품권,Y,Y
번동북부시장,서울특별시 강북구 번1동 413-3,서울 강북구 번동 413-3,온누리상품권,Y,Y
수유북부시장,서울특별시 강북구 삼양로 91길 11-12,서울 강북구 수유동 405-5,없음,Y,Y
동북시장,서울특별시 강북구 솔샘로 233,서울 강북구 미아동 701-3,없음,Y,Y
수유중앙시장,서울특별시 강북구 수유 3동 32-2,서울 강북구 수유동 32-2,온누리상품권,Y,N
수유시장,서울특별시 강북구 수유동 54-5,서울 강북구 수유동 54-5,온누리상품권,Y,Y
"수유전통시장(구,수유골목시장)",서울특별시 강북구 수유동 54-5,서울 강북구 수유동 54-5,온누리상품권,N,Y
강북종합전통시장,서울특별시 강북구 한천로 140길 12-43,서울 강북구 수유동 177,온누리상품권,N,N
까치산시장,서울특별시 강서구 강서로 12길 14(화곡8동 342-16),서울 강서구 화곡 342,온누리상품권,Y,Y
신월중앙시장,서울특별시 강서구 강서로54길 109,서울 강서구 화곡 929,없음,Y,Y
남부골목시장,서울특별시 강서구 등촌로 5길 62-4,서울 강서구 화곡 801,온누리상품권,Y,Y
방신재래시장,서울특별시 강서구 방화동로 16길 32,서울 강서구 방화 567,온누리상품권,Y,Y
공항시장,서울특별시 강서구 방화동로 3가길 10,서울 강서구 방화동 620-17,없음,Y,N
화곡중앙골목시장,서울특별시 강서구 월정로 30길 66,서울 강서구 화곡 370,온누리상품권,Y,N
화곡중앙시장,서울특별시 강서구 월정로30길 69 ,서울 강서구 화곡 370,온누리상품권,Y,N
남부화곡시장,서울특별시 강서구 화곡4동 830-1,서울 강서구 화곡 830,온누리상품권,Y,Y
화곡본동시장,서울특별시 강서구 화곡동 98-252,서울 강서구 화곡 98,온누리상품권,N,N
등마루시장,서울특별시 강서구 화곡로 68길 120,서울 강서구 등촌동 637-10,없음,Y,Y
대원종합시장,서울특별시 강서구 화곡로21길 78,서울 강서구 화곡 1023,온누리상품권,Y,Y
우림시장,서울특별시 관악구 난곡로 26길 4,서울 관악구 신림(난곡)동 637-1,온누리상품권,Y,N
펭귄시장,서울특별시 관악구 남부순환로 143 나길 7 (신림동),서울 관악구 신림(조원)동 541-6,온누리상품권,N,N
신림종합시장,서울특별시 관악구 남부순환로 157길 63,서울 관악구 신림(신사)동 505-1,온누리상품권,Y,N
봉천중앙시장,서울특별시 관악구 봉천10동 32-2,서울 관악구 봉천(중앙)동 32-2,온누리상품권,Y,Y
신림현대종합상가,서울특별시 관악구 신림로29길 8,서울 관악구 신림(청림)동 1694,없음,Y,Y
관악신사시장,서울특별시 관악구 신사동 494-43로,서울 관악구 신림(신사)동 494-7,온누리상품권,Y,N
관악종합시장,서울특별시 관악구 신원로 23,서울 관악구 신림(신원)동 1602-1,온누리상품권,Y,N
신원시장,서울특별시 관악구 신원로3길 20-3,서울 관악구 신림(신원)동 1599-3,온누리상품권,Y,Y
봉천현대시장,서울특별시 관악구 양녕로 49,서울 관악구 봉천(은천)동 502-4,온누리상품권,Y,Y
신신림시장,서울특별시 관악구 원신2길 34,서울 관악구 신림동 390-1,온누리상품권,Y,N
봉일시장,서울특별시 관악구 은천로 28,서울 관악구 봉천(은헌)동 951-25,없음,Y,Y
인헌시장,서울특별시 관악구 인헌6길 16,서울 관악구 봉천(인헌)동 1638-22,온누리상품권,Y,Y
봉천제일종합시장,서울특별시 관악구 청룡2길 29,서울 관악구 봉천(청룡)동 921-1 ,온누리상품권,Y,N
중곡제일골목시장,서울특별시 광진구 긴고랑로 11길 14,서울 광진구 중곡동 221-6 ,온누리상품권,Y,N
광성시장,서울특별시 광진구 능동로 47길 (중곡동) 광성합동(주)소속,서울 광진구 중곡동 229-15 ,온누리상품권,Y,N
영동교골목시장,서울특별시 광진구 동일로 10길 30,서울 광진구 자양동 246-111,온누리상품권,Y,N
노룬산골목시장(인정시장),서울특별시 광진구 뚝섬길 25길 6,서울 광진구 자양동 553-60,온누리상품권,Y,N
조양시장(건물형),서울특별시 광진구 아차산로 30길 39,서울 광진구 자양동 6-20,온누리상품권,Y,N
신성시장,서울특별시 광진구 용마산로 50(중곡동),서울 광진구 중곡동 79-13,없음,Y,N
노룬산시장(건물형),서울특별시 광진구 자양 4동 44-2,서울 광진구 자양동 44-2,온누리상품권,Y,N
자양골목시장,서울특별시 광진구 자양로 13길 59,서울 광진구 자양동 631-18,온누리상품권,Y,Y
자양종합시장,서울특별시 광진구 자양번영로6길 20,서울 광진구 자양동 602,없음,Y,Y
화양제일골목시장,서울특별시 광진구 화양동 34-72,서울 광진구 화양동 34-72 ,온누리상품권,N,N
개봉중앙시장,서울특별시 구로구 개봉로17길 34(개봉동),서울 구로구 개봉동 324-1 ,온누리상품권,Y,N
개봉프라자,서울특별시 구로구 고척동 269-1,서울 구로구 고척동 269-1 ,온누리상품권,Y,Y
구로시장,서울특별시 구로구 구로동로 22길 20-27,서울 구로구 구로동 736-1 ,온누리상품권,Y,N
"남구로시장(구,구로자율시장)",서울특별시 구로구 구로동로 26길 58,서울 구로구 구로동 730-27 ,온누리상품권,Y,N
가리봉시장,서울특별시 구로구 우마3길 15,서울 구로구 가리봉동 123-62,온누리상품권,N,N
은행나무시장,서울특별시 금천구 금화로 25길 19,서울 금천구 시흥동 828-40번지 일대 ,온누리상품권,N,N
현대시장,서울특별시 금천구 독산로 27길 52,서울 금천구 시흥동 856~888일대 ,온누리상품권,Y,Y
남문시장,서울특별시 금천구 시흥대로 144길 17,서울 금천구 독산3동 984-10,온누리상품권,Y,Y
공릉동도깨비시장,서울특별시 노원구 동일로 180길 37,서울 노원구 공릉동 566-20 ,온누리상품권,N,Y
상계중앙시장,서울특별시 노원구 상계로 27길 32,서울 노원구 상계동 389-641 ,온누리상품권,N,N
창동신창시장,서울특별시 도봉구 덕흥로 57길 17,서울 도봉구 창동 578-44 일대 ,온누리상품권,N,Y
방학동도깨비시장,서울특별시 도봉구 도담로 13길 17,서울 도봉구 방학동 632 일대 ,온누리상품권,Y,N
신도봉시장,서울특별시 도봉구 도봉동 611,서울 도봉구 도봉동 611 ,온누리상품권,Y,Y
창동골목시장,서울특별시 도봉구 창3동 569-85,서울 도봉구 창동 557-45 일대 ,온누리상품권,N,N
청량리종합시장,서울특별시 동대문구 고산자로 36길 30,서울 동대문구 제기동 998 ,온누리상품권,N,N
답십리시장,서울특별시 동대문구 답십리로 51길 7,서울 동대문구 답십리동 66-38 ,온누리상품권,N,N
청량리청과물시장,서울특별시 동대문구 왕산로 33길 6,서울 동대문구 제기동 635-35 ,온누리상품권,Y,Y
경동시장,서울특별시 동대문구 왕산로147,서울 동대문구 제기동 1018 ,온누리상품권,Y,Y
청량리수산시장,서울특별시 동대문구 용두동 20-47,서울 동대문구 용두동 20-47 ,온누리상품권,N,N
용두시장,서울특별시 동대문구 용두동 231-5,서울 동대문구 용두동 231-5 ,없음,Y,N
이문제일시장,서울특별시 동대문구 이문로200 (이문동),서울 동대문구 이문동 250-1,없음,Y,Y
전농로터리시장,서울특별시 동대문구 전농로 15길 7,서울 동대문구 전농동 295-52 ,온누리상품권,Y,N
답십리현대시장,서울특별시 동대문구 전농로 4길 49,서울 동대문구 답십리동 14-11 ,온누리상품권,Y,Y
청량종합도매시장(구깡통시장),서울특별시 동대문구 제기동 591,서울 동대문구 제기동 838 ,온누리상품권,N,Y
동서시장,서울특별시 동대문구 제기동 648번지,서울 동대문구 제기동 650 ,없음,Y,N
서울약령시장,서울특별시 동대문구 제기동 965-1,서울 동대문구 제기동 965-1 ,온누리상품권,Y,Y
경동광성상가,서울특별시 동대문구 제기동 976,서울 동대문구 제기동 849 ,온누리상품권,Y,N
동부시장,서울특별시 동대문구 천호 대로 281,서울 동대문구 답십리동 495-1 ,없음,Y,Y
청량리전통시장,서울특별시 동대문구 청량리동 777,서울 동대문구 청량리동 777 ,온누리상품권,N,N
전곡시장,서울특별시 동대문구 한천로 190,서울 동대문구 장안동 108-5 ,온누리상품권,Y,Y
회기시장,서울특별시 동대문구 회기로25길 11 ,서울 동대문구 회기동 348-2 ,온누리상품권,Y,N
이경시장,서울특별시 동대문구 휘경로53(휘경동),서울 동대문구 휘경동 151-3 ,온누리상품권,Y,Y
본동인정시장,서울특별시 동작구 매봉로 177,서울 동작구 본동 187 ,없음,N,N
남성시장,서울특별시 동작구 사당로 16가길 13일대,서울 동작구 사당동 86-9,온누리상품권,N,N
남성역골목시장,서울특별시 동작구 사당로 16가길 19,서울 동작구 사당동 267-4,온누리상품권,N,N
사당시장,서울특별시 동작구 사당로 244,서울 동작구 사당4동 318-8 ,없음,Y,Y
영도시장,서울특별시 동작구 상도2동 장승배기로 10길 26,서울 동작구 상도동 176 ,온누리상품권,Y,Y
성대시장,서울특별시 동작구 상도로 102,서울 동작구 상도3동 324-1 ,온누리상품권,Y,Y
성대전통시장,서울특별시 동작구 상도로 102,서울 동작구 상도동 324-1,온누리상품권,N,N
강남시장,서울특별시 동작구 상도로 357 아파트,서울 동작구 상도동 488 ,없음,Y,N
상도전통시장,서울특별시 동작구 상도로 37길 64,서울 동작구 상도동 467-5,온누리상품권,N,N
마포시장,서울특별시 마포구 공덕동 256-5,서울 마포구 공덕동 256-5번지 ,온누리상품권,Y,N
영진시장,서울특별시 마포구 동교로 12길 21,서울 마포구 서교동 485-14,없음,Y,N
공덕시장,서울특별시 마포구 만리재로 19(공덕동),서울 마포구 공덕동 256-10번지 ,온누리상품권,Y,N
망원동월드컵시장,서울특별시 마포구 망원동 424-7,서울 마포구 망원2동 423일대 ,온누리상품권,N,N
망원시장,서울특별시 마포구 망원로 8길 7,서울 마포구 망원1동 414-4일대 ,온누리상품권,N,Y
서교시장,서울특별시 마포구 서교동 357-1,서울 마포구 서교동 357-1번지 ,온누리상품권,Y,Y
동진시장,서울특별시 마포구 성미산로198(연남동),서울 마포구 연남동 227-15번지 ,없음,Y,N
마포농수산물시장,서울특별시 마포구 성산동 533-1,서울 마포구 성산2동 533-1 ,온누리상품권,Y,Y
아현시장,서울특별시 마포구 아현동 굴레방로 7길 8,서울 마포구 아현동 327일대 ,온누리상품권,Y,N
합정시장,서울특별시 마포구 양화진길5,서울 마포구 합정동 375-1,없음,Y,N
백련시장,서울특별시 서대문구 가재울로 6길 53-87(남가좌동),서울 서대문구 남가좌동 345-4번지 ,온누리상품권,Y,Y
모래내시장,서울특별시 서대문구 수색로 2길 45,서울 서대문구 남가좌동 293-40,온누리상품권,Y,N
서중시장,서울특별시 서대문구 수색로 2길 47,서울 서대문구 남가좌동 286-35,온누리상품권,N,N
연희사러가,서울특별시 서대문구 연희맛로 23,서울 서대문구 연희동 131-1번지 ,온누리상품권,Y,Y
영천시장,서울특별시 서대문구 영천시장길 27,서울 서대문구 영천동 294외 ,온누리상품권,Y,N
유진상가,서울특별시 서대문구 통일로 484,서울 서대문구 홍은동 48-84번지 ,없음,Y,Y
포방터시장,서울특별시 서대문구 포방터길 44,서울 서대문구 홍은동 9-160 ,온누리상품권,Y,N
